Xytech Workorder 1107

Producer: Joan Jett
Operator: John Doe 
Job: Dirtfixing


Location:
/hpsans13/production/starwars/reel1/partA/1920x1080 1 1 1920 1080 32 33 34 67 68 69 122 123 155 1023 1111 1112 1160 1201 1202 1203 1204 1205

/hpsans12/production/starwars/reel1/VFX/Hydraulx 1 1 1920 1080 32 33 34 67 68 69 122 123 155 1023 1111 1112 1160 1201 1202 1203 1204 1205

/hpsans13/production/starwars/reel1/VFX/Framestore 1 1 1920 1080 32 33 34 67 68 69 122 123 155 1023 1111 1112 1160 1201 1202 1203 1204 1205

/hpsans14/production/starwars/reel1/VFX/AnimalLogic 1 1 1920 1080 32 33 34 67 68 69 122 123 155 1023 1111 1112 1160 1201 1202 1203 1204 1205

/hpsans13/production/starwars/reel1/partB/1920x1080 1 1 1920 1080 32 33 34 67 68 69 122 123 155 1023 1111 1112 1160 1201 1202 1203 1204 1205

/hpsans15/production/starwars/pickups/shot_1ab/1920x1080 1 1 1920 1080 32 33 34 67 68 69 122 123 155 1023 1111 1112 1160 1201 1202 1203 1204 1205



Notes:
Please clean files noted per Colorist Tom Brady 
